tstamp,cuisine,critical_flag,borough
2020-03-11,Asian,Not Critical,Manhattan
2020-03-10,Asian,Critical,Brooklyn
2020-03-03,Mexican,Critical,Manhattan
2020-02-05,Italian,Critical,Manhattan
2020-03-10,Asian,Critical,Brooklyn
2020-02-03,American,Critical,Manhattan
2020-03-12,Latin/Caribbean,Critical,Manhattan
2020-03-13,American,Critical,Manhattan
2020-02-27,Asian,Critical,Manhattan
2020-02-13,American,Critical,Manhattan
2020-02-26,Asian,Not Critical,Manhattan
2020-02-21,American,Not Critical,Queens
2020-02-07,American,Critical,Manhattan
2020-03-16,Mexican,Critical,Brooklyn
2020-03-16,Bakery Products/Desserts,Not Critical,Queens
2020-03-09,American,Critical,Manhattan
2020-02-25,Asian,Critical,Brooklyn
2020-02-18,American,Critical,Manhattan
2020-02-04,American,Critical,Manhattan
2020-02-20,Latin American,Not Critical,Queens
2020-02-10,American,Critical,Manhattan
2020-03-11,Soups & Sandwiches,Critical,Manhattan
2020-02-07,Specialty,Not Critical,Manhattan
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-02-25,American,Critical,Manhattan
2020-02-07,Mediterranean,Critical,Manhattan
2020-03-12,American,Critical,Manhattan
2020-02-26,American,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Brooklyn
2020-03-16,Italian,Critical,Manhattan
2020-02-11,Mexican,Critical,Staten Island
2020-02-19,Mediterranean,Not Critical,Brooklyn
2020-02-19,Mediterranean,Not Critical,Brooklyn
2020-03-13,Specialty,Not Critical,Bronx
2020-02-11,American,Not Critical,Brooklyn
2020-03-04,Southeast Asian,Critical,Queens
2020-02-12,Other,Critical,Manhattan
2020-03-11,Asian,Critical,Manhattan
2020-02-04,American,Critical,Manhattan
2020-02-19,Asian,Not Critical,Manhattan
2020-03-09,Specialty,Critical,Brooklyn
2020-03-16,American,Critical,Queens
2020-02-27,Asian,Not Critical,Manhattan
2020-02-27,Pizza,Not Critical,Bronx
2020-02-27,Pizza,Not Critical,Bronx
2020-02-26,American,Not Critical,Queens
2020-03-10,Soups & Sandwiches,Critical,Brooklyn
2020-02-12,Latin/Caribbean,Not Critical,Manhattan
2020-03-02,Specialty,Not Critical,Manhattan
2020-03-02,Specialty,Not Critical,Manhattan
2020-02-25,American,Not Critical,Manhattan
2020-02-20,Frozen Desserts,Critical,Manhattan
2020-02-21,American,Not Critical,Manhattan
2020-02-18,Coffee/Tea,Critical,Brooklyn
2020-02-21,Coffee/Tea,Critical,Manhattan
2020-03-04,American,Not Critical,Brooklyn
2020-03-05,Asian,Not Critical,Staten Island
2020-02-13,Latin/Caribbean,Critical,Brooklyn
2020-03-05,Asian,Critical,Queens
2020-03-14,American,Not Critical,Queens
2020-03-14,American,Not Critical,Queens
2020-03-02,Specialty,Not Critical,Bronx
2020-02-24,Pizza,Critical,Queens
2020-02-10,American,Not Critical,Staten Island
2020-02-13,Latin/Caribbean,Not Critical,Brooklyn
2020-03-16,Asian,Not Critical,Queens
2020-02-10,Specialty,Critical,Brooklyn
2020-03-14,American,Critical,Brooklyn
2020-02-20,Asian,Critical,Brooklyn
2020-02-11,Steakhouse,Critical,Manhattan
2020-02-03,Latin American,Critical,Bronx
2020-02-26,Pizza,Critical,Staten Island
2020-02-27,American,Critical,Manhattan
2020-03-02,American,Not Critical,Manhattan
2020-03-02,Coffee/Tea,Critical,Brooklyn
2020-02-27,Mediterranean,Critical,Bronx
2020-02-26,Asian,Critical,Manhattan
2020-02-10,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Brooklyn
2020-02-14,Bakery Products/Desserts,Not Critical,Queens
2020-02-13,Bakery,Critical,Brooklyn
2020-02-06,Coffee/Tea,Critical,Queens
2020-02-26,Pizza,Not Critical,Bronx
2020-03-02,American,Critical,Brooklyn
2020-02-26,American,Critical,Queens
2020-02-04,Asian,Not Critical,Manhattan
2020-02-20,Latin American,Not Critical,Bronx
2020-02-20,Latin American,Not Critical,Bronx
2020-02-26,Pizza,Not Critical,Bronx
2020-02-20,Specialty,Critical,Bronx
2020-02-26,African,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-03-16,International,Critical,Manhattan
2020-02-05,Asian,Critical,Queens
2020-02-28,Mediterranean,Critical,Manhattan
2020-02-10,Frozen Desserts,Not Critical,Staten Island
2020-02-24,Mexican,Not Critical,Brooklyn
2020-02-05,American,Critical,Queens
2020-03-02,Bakery,Critical,Manhattan
2020-03-05,International,Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-02-10,American,Critical,Staten Island
2020-02-11,Specialty,Not Critical,Bronx
2020-03-02,Specialty,Not Critical,Queens
2020-03-11,Asian,Not Critical,Queens
2020-02-12,American,Not Critical,Queens
2020-02-12,American,Not Critical,Queens
2020-03-04,Pizza,Critical,Bronx
2020-03-03,Coffee/Tea,Critical,Queens
2020-03-16,Bakery,Not Critical,Queens
2020-03-06,American,Not Critical,Manhattan
2020-03-05,Pizza,Not Critical,Manhattan
2020-02-07,American,Not Critical,Manhattan
2020-02-06,American,Critical,Bronx
2020-02-10,American,Not Critical,Manhattan
2020-02-24,Coffee/Tea,Not Critical,Manhattan
2020-02-26,American,Not Critical,Queens
2020-03-09,Asian,Critical,Manhattan
2020-03-06,American,Critical,Manhattan
2020-03-16,American,Critical,Manhattan
2020-02-07,Italian,Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-03-05,Asian,Critical,Manhattan
2020-02-18,International,Critical,Manhattan
2020-02-10,Asian,Critical,Bronx
2020-03-09,Specialty,Critical,Brooklyn
2020-03-12,Mediterranean,Not Critical,Manhattan
2020-02-06,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-06,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-12,Asian,Critical,Staten Island
2020-02-28,Coffee/Tea,Critical,Manhattan
2020-02-06,Coffee/Tea,Not Critical,Queens
2020-02-18,Italian,Not Critical,Manhattan
2020-02-18,Italian,Not Critical,Manhattan
2020-02-19,Pizza,Not Critical,Brooklyn
2020-02-27,Latin American,Critical,Bronx
2020-02-24,Latin/Caribbean,Not Critical,Brooklyn
2020-02-03,Italian,Critical,Manhattan
2020-02-03,Asian,Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-02-28,Italian,Critical,Queens
2020-02-12,Mediterranean,Critical,Bronx
2020-02-04,Frozen Desserts,Not Critical,Queens
2020-02-18,Mexican,Critical,Brooklyn
2020-02-18,Asian,Critical,Brooklyn
2020-02-04,International,Critical,Manhattan
2020-02-13,Coffee/Tea,Critical,Queens
2020-02-27,Pizza,Not Critical,Brooklyn
2020-02-27,Pizza,Not Critical,Brooklyn
2020-03-07,American,Critical,Queens
2020-02-25,Specialty,Critical,Brooklyn
2020-03-12,Pizza,Not Critical,Queens
2020-02-06,Asian,Not Critical,Manhattan
2020-02-07,Mediterranean,Not Critical,Manhattan
2020-02-22,Latin/Caribbean,Critical,Queens
2020-03-03,Pizza,Critical,Staten Island
2020-03-12,Coffee/Tea,Not Critical,Queens
2020-03-09,Pizza,Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-02-18,American,Critical,Brooklyn
2020-02-28,Soups & Sandwiches,Critical,Manhattan
2020-02-15,Italian,Critical,Brooklyn
2020-02-04,Frozen Desserts,Not Critical,Bronx
2020-02-27,Asian/Asian Fusion,Critical,Queens
2020-02-24,Asian,Not Critical,Queens
2020-02-05,Mediterranean,Not Critical,Queens
2020-02-05,American,Not Critical,Brooklyn
2020-02-06,American,Critical,Manhattan
2020-02-24,Asian,Not Critical,Brooklyn
2020-02-24,American,Critical,Manhattan
2020-02-19,Italian,Critical,Manhattan
2020-02-13,Italian,Critical,Staten Island
2020-02-12,Pizza,Not Critical,Staten Island
2020-02-27,American,Not Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-03-03,Mediterranean,Critical,Queens
2020-02-19,Pizza,Not Critical,Manhattan
2020-02-18,Coffee/Tea,Not Critical,Queens
2020-03-09,Pizza,Critical,Queens
2020-02-26,Specialty,Not Critical,Manhattan
2020-02-21,International,Critical,Manhattan
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-19,Specialty,Not Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-03-09,American,Not Critical,Manhattan
2020-03-10,Italian,Critical,Brooklyn
2020-02-21,Steakhouse,Not Critical,Manhattan
2020-02-11,Asian,Not Critical,Queens
2020-02-19,Asian,Not Critical,Bronx
2020-03-16,Pizza,Not Critical,Queens
2020-03-09,African,Critical,Bronx
2020-03-10,International,Not Critical,Manhattan
2020-02-11,Soups & Sandwiches,Critical,Queens
2020-02-18,International,Critical,Manhattan
2020-02-10,Asian,Critical,Manhattan
2020-03-03,Soups & Sandwiches,Critical,Manhattan
2020-02-26,Asian,Not Critical,Manhattan
2020-02-13,Mediterranean,Critical,Brooklyn
2020-03-11,American,Not Critical,Queens
2020-03-04,Coffee/Tea,Not Critical,Manhattan
2020-02-12,Asian,Critical,Queens
2020-02-07,Asian,Critical,Queens
2020-02-08,American,Not Critical,Brooklyn
2020-02-03,Bakery,Not Critical,Queens
2020-02-03,Bakery,Not Critical,Queens
2020-02-12,International,Not Critical,Manhattan
2020-02-12,International,Not Critical,Manhattan
2020-02-28,Frozen Desserts,Not Critical,Manhattan
2020-03-10,Pizza,Not Critical,Manhattan
2020-03-10,Pizza,Not Critical,Manhattan
2020-03-02,Mediterranean,Critical,Brooklyn
2020-03-02,Coffee/Tea,Critical,Manhattan
2020-02-25,Mediterranean,Not Critical,Manhattan
2020-02-18,Asian,Not Critical,Brooklyn
2020-02-04,American,Not Critical,Brooklyn
2020-02-20,Pizza,Critical,Queens
2020-02-14,Deli/Buffett,Not Critical,Manhattan
2020-02-12,Bakery,Not Critical,Staten Island
2020-02-13,Asian,Not Critical,Staten Island
2020-02-13,Asian,Not Critical,Staten Island
2020-03-02,Asian,Not Critical,Manhattan
2020-02-19,Coffee/Tea,Critical,Manhattan
2020-02-06,International,Not Critical,Brooklyn
2020-02-28,Asian/Asian Fusion,Not Critical,Manhattan
2020-09-21,American,Critical,Bronx
2020-02-07,American,Critical,Manhattan
2020-03-14,Latin American,Critical,Queens
2020-02-27,American,Not Critical,Queens
2020-02-10,American,Critical,Brooklyn
2020-03-04,Italian,Critical,Manhattan
2020-03-06,Deli/Buffett,Not Critical,Manhattan
2020-02-26,Mediterranean,Not Critical,Queens
2020-02-29,Mediterranean,Critical,Queens
2020-03-12,Asian,Not Critical,Bronx
2020-02-28,Coffee/Tea,Critical,Manhattan
2020-03-06,Bakery,Critical,Manhattan
2020-02-11,Mediterranean,Critical,Queens
2020-02-06,Coffee/Tea,Not Critical,Manhattan
2020-03-14,Specialty,Critical,Queens
2020-02-15,American,Not Critical,Manhattan
2020-03-09,Latin/Caribbean,Critical,Brooklyn
2020-02-12,Coffee/Tea,Critical,Manhattan
2020-03-13,Coffee/Tea,Critical,Manhattan
2020-02-14,Coffee/Tea,Critical,Manhattan
2020-02-20,Specialty,Critical,Manhattan
2020-02-20,Latin/Caribbean,Not Critical,Queens
2020-02-13,American,Critical,Manhattan
2020-03-03,American,Not Critical,Bronx
2020-02-20,Pizza,Critical,Brooklyn
2020-02-14,American,Critical,Queens
2020-02-20,Coffee/Tea,Not Critical,Manhattan
2020-02-10,International,Critical,Manhattan
2020-02-27,Latin/Caribbean,Not Critical,Queens
2020-02-13,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-04,American,Not Critical,Brooklyn
2020-02-10,Pizza,Critical,Manhattan
2020-03-09,American,Critical,Brooklyn
2020-02-27,Soups & Sandwiches,Not Critical,Manhattan
2020-02-06,American,Critical,Manhattan
2020-03-13,Specialty,Not Critical,Queens
2020-03-05,Asian,Critical,Queens
2020-03-05,Asian,Not Critical,Queens
2020-02-03,American,Not Critical,Staten Island
2020-02-03,American,Not Critical,Staten Island
2020-02-03,American,Not Critical,Staten Island
2020-03-16,Pizza,Critical,Queens
2020-02-26,Specialty,Not Critical,Queens
2020-02-15,American,Critical,Manhattan
2020-03-03,American,Not Critical,Manhattan
2020-02-19,Soups & Sandwiches,Critical,Manhattan
2020-02-11,Latin/Caribbean,Not Critical,Queens
2020-02-06,Asian,Critical,Bronx
2020-03-03,American,Critical,Staten Island
2020-03-02,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-26,Bakery,Not Critical,Manhattan
2020-02-20,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-20,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-04,American,Not Critical,Manhattan
2020-02-03,Italian,Critical,Brooklyn
2020-02-27,Steakhouse,Critical,Queens
2020-02-25,Latin/Caribbean,Not Critical,Brooklyn
2020-02-24,American,Not Critical,Brooklyn
2020-03-03,Mexican,Not Critical,Staten Island
2020-03-03,Mexican,Not Critical,Staten Island
2020-03-13,American,Not Critical,Manhattan
2020-02-06,Asian,Not Critical,Manhattan
2020-03-16,Mexican,Critical,Queens
2020-02-12,Asian,Critical,Manhattan
2020-02-24,American,Critical,Brooklyn
2020-03-10,Pizza,Critical,Brooklyn
2020-03-03,International,Not Critical,Queens
2020-03-11,Asian,Not Critical,Manhattan
2020-02-18,Asian,Critical,Brooklyn
2020-02-12,Asian,Critical,Queens
2020-02-20,Coffee/Tea,Critical,Manhattan
2020-03-16,Asian,Critical,Bronx
2020-02-22,American,Critical,Queens
2020-02-18,Coffee/Tea,Critical,Queens
2020-02-24,American,Not Critical,Brooklyn
2020-02-25,Asian,Critical,Manhattan
2020-02-11,American,Not Critical,Queens
2020-02-12,Asian,Critical,Staten Island
2020-03-13,Soups & Sandwiches,Critical,Queens
2020-02-12,Bakery,Not Critical,Manhattan
2020-02-03,Mexican,Not Critical,Manhattan
2020-03-10,Asian,Critical,Queens
2020-02-03,Pizza,Not Critical,Bronx
2020-03-04,Specialty,Not Critical,Brooklyn
2020-02-07,American,Not Critical,Manhattan
2020-03-02,Asian,Critical,Queens
2020-03-02,American,Critical,Staten Island
2020-02-25,Asian,Critical,Brooklyn
2020-02-27,Asian,Critical,Queens
2020-03-02,Asian,Not Critical,Brooklyn
2020-03-13,American,Not Critical,Manhattan
2020-02-12,Mediterranean,Not Critical,Manhattan
2020-03-11,Pizza,Not Critical,Manhattan
2020-02-20,Bakery,Critical,Bronx
2020-03-14,Asian,Critical,Queens
2020-02-04,Asian,Critical,Queens
2020-02-20,Asian,Not Critical,Brooklyn
2020-02-06,Asian,Not Critical,Queens
2020-02-15,Mediterranean,Not Critical,Bronx
2020-02-06,Specialty,Critical,Brooklyn
2020-02-28,American,Critical,Manhattan
2020-02-12,American,Not Critical,Manhattan
2020-02-21,American,Not Critical,Manhattan
2020-02-19,American,Critical,Brooklyn
2020-02-21,Coffee/Tea,Not Critical,Manhattan
2020-02-21,Coffee/Tea,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Not Critical,Queens
2020-03-12,Mexican,Critical,Brooklyn
2020-02-10,Mexican,Critical,Manhattan
2020-02-05,American,Critical,Manhattan
2020-02-07,Mexican,Not Critical,Brooklyn
2020-02-19,Asian,Not Critical,Brooklyn
2020-02-03,Mexican,Critical,Manhattan
2020-02-14,Latin American,Critical,Queens
2020-02-03,Pizza,Not Critical,Bronx
2020-03-04,Asian,Critical,Brooklyn
2020-02-04,American,Not Critical,Bronx
2020-02-21,American,Not Critical,Manhattan
2020-02-25,American,Critical,Bronx
2020-03-06,Asian,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Critical,Queens
2020-03-09,Pizza,Critical,Bronx
2020-03-13,Specialty,Not Critical,Brooklyn
2020-03-10,Italian,Not Critical,Brooklyn
2020-03-10,American,Not Critical,Brooklyn
2020-02-11,Italian,Critical,Brooklyn
2020-02-14,Latin/Caribbean,Not Critical,Queens
2020-02-11,Asian,Critical,Queens
2020-03-04,American,Critical,Manhattan
2020-03-10,Asian,Critical,Queens
2020-03-03,Asian,Not Critical,Bronx
2020-03-12,Mexican,Not Critical,Brooklyn
2020-02-20,American,Critical,Brooklyn
2020-03-16,American,Critical,Brooklyn
2020-02-20,Pizza,Critical,Brooklyn
2020-03-11,Asian,Not Critical,Brooklyn
2020-03-04,Mexican,Critical,Brooklyn
2020-02-04,American,Not Critical,Manhattan
2020-02-04,American,Not Critical,Manhattan
2020-02-24,American,Critical,Brooklyn
2020-02-15,Italian,Critical,Brooklyn
2020-02-05,Coffee/Tea,Critical,Queens
2020-03-16,Mediterranean,Critical,Brooklyn
2020-03-02,Specialty,Critical,Queens
2020-03-09,Asian,Critical,Queens
2020-02-15,American,Critical,Bronx
2020-02-06,Latin American,Critical,Bronx
2020-02-04,Specialty,Critical,Queens
2020-02-11,Mediterranean,Critical,Brooklyn
2020-03-02,Latin/Caribbean,Critical,Brooklyn
2020-03-09,American,Not Critical,Bronx
2020-03-09,American,Not Critical,Bronx
2020-03-09,American,Not Critical,Bronx
2020-02-27,Asian,Not Critical,Manhattan
2020-03-10,Italian,Critical,Manhattan
2020-02-10,Asian,Critical,Staten Island
2020-02-05,Asian,Critical,Manhattan
2020-03-12,Asian,Not Critical,Manhattan
2020-03-12,Asian,Not Critical,Manhattan
2020-03-12,Asian,Not Critical,Manhattan
2020-02-04,Soups & Sandwiches,Critical,Manhattan
2020-03-05,Pizza,Not Critical,Manhattan
2020-02-07,Mediterranean,Critical,Manhattan
2020-02-11,Mediterranean,Critical,Bronx
2020-02-22,Specialty,Critical,Queens
2020-02-05,American,Not Critical,Manhattan
2020-02-06,Italian,Not Critical,Queens
2020-02-11,Soups & Sandwiches,Not Critical,Queens
2020-02-27,Pizza,Critical,Manhattan
2020-03-06,Soups & Sandwiches,Not Critical,Manhattan
2020-02-24,Specialty,Critical,Brooklyn
2020-03-02,American,Not Critical,Brooklyn
2020-02-14,Italian,Critical,Manhattan
2020-02-05,Asian,Not Critical,Manhattan
2020-02-10,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-11,Asian/Asian Fusion,Critical,Brooklyn
2020-02-27,Asian,Critical,Queens
2020-03-13,Asian,Critical,Queens
2020-02-21,Mediterranean,Not Critical,Queens
2020-02-20,Specialty,Not Critical,Bronx
2020-02-18,Asian,Critical,Queens
2020-02-08,Latin/Caribbean,Critical,Brooklyn
2020-03-09,Specialty,Critical,Manhattan
2020-02-04,Asian,Not Critical,Brooklyn
2020-02-27,Specialty,Not Critical,Manhattan
2020-02-27,Specialty,Not Critical,Manhattan
2020-03-10,Pizza,Critical,Brooklyn
2020-02-19,Asian,Not Critical,Brooklyn
2020-02-28,Coffee/Tea,Not Critical,Manhattan
2020-03-05,Mediterranean,Critical,Queens
2020-03-02,Pizza,Not Critical,Brooklyn
2020-02-19,Asian,Not Critical,Manhattan
2020-03-11,Specialty,Not Critical,Queens
2020-03-12,Mexican,Critical,Brooklyn
2020-02-13,Italian,Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-03-11,Asian/Asian Fusion,Critical,Queens
2020-02-20,Latin/Caribbean,Critical,Queens
2020-03-09,Latin/Caribbean,Not Critical,Brooklyn
2020-03-04,Specialty,Critical,Manhattan
2020-03-12,American,Not Critical,Queens
2020-03-11,American,Critical,Manhattan
2020-03-04,Latin/Caribbean,Critical,Bronx
2020-03-02,Asian,Not Critical,Manhattan
2020-02-04,Bakery Products/Desserts,Not Critical,Queens
2020-02-03,Deli/Buffett,Not Critical,Brooklyn
2020-02-11,American,Not Critical,Queens
2020-03-09,American,Critical,Brooklyn
2020-02-03,Southeast Asian,Not Critical,Brooklyn
2020-02-26,Coffee/Tea,Not Critical,Manhattan
2020-02-13,Asian/Asian Fusion,Not Critical,Brooklyn
2020-02-27,Asian,Critical,Manhattan
2020-02-12,Latin American,Not Critical,Queens
2020-02-20,Coffee/Tea,Not Critical,Queens
2020-02-04,Mediterranean,Not Critical,Manhattan
2020-02-20,Latin/Caribbean,Not Critical,Brooklyn
2020-03-09,American,Not Critical,Manhattan
2020-02-25,American,Critical,Manhattan
2020-02-13,Italian,Critical,Manhattan
2020-03-10,Asian,Critical,Queens
2020-02-22,Latin/Caribbean,Critical,Queens
2020-02-06,American,Not Critical,Manhattan
2020-02-12,Italian,Not Critical,Manhattan
2020-02-10,American,Critical,Bronx
2020-02-27,Mediterranean,Critical,Manhattan
2020-03-10,Asian,Critical,Manhattan
2020-02-05,International,Critical,Manhattan
2020-02-10,Pizza,Not Critical,Manhattan
2020-02-20,Frozen Desserts,Critical,Manhattan
2020-02-19,Mediterranean,Not Critical,Manhattan
2020-02-20,Steakhouse,Not Critical,Manhattan
2020-02-05,Latin American,Not Critical,Brooklyn
2020-02-05,Specialty,Critical,Brooklyn
2020-03-16,International,Critical,Manhattan
2020-02-14,Soups & Sandwiches,Not Critical,Queens
2020-02-07,Asian,Critical,Queens
2020-02-19,Italian,Critical,Manhattan
2020-03-09,Pizza,Not Critical,Manhattan
2020-03-14,Latin American,Critical,Queens
2020-02-25,Mexican,Not Critical,Bronx
2020-03-03,Specialty,Not Critical,Manhattan
2020-02-24,Coffee/Tea,Critical,Queens
2020-02-27,American,Critical,Manhattan
2020-02-13,Bakery Products/Desserts,Not Critical,Manhattan
2020-03-07,Asian,Critical,Queens
2020-03-12,American,Not Critical,Manhattan
2020-02-27,Asian/Asian Fusion,Critical,Queens
2020-02-19,Mediterranean,Not Critical,Queens
2020-02-19,Mediterranean,Not Critical,Queens
2020-02-06,American,Not Critical,Queens
2020-02-06,American,Not Critical,Queens
2020-02-26,Pizza,Not Critical,Brooklyn
2020-03-07,Mediterranean,Critical,Queens
2020-03-07,Mexican,Not Critical,Brooklyn
2020-02-26,Asian,Critical,Manhattan
2020-03-11,Specialty,Not Critical,Brooklyn
2020-02-27,Asian,Critical,Queens
2020-02-27,Asian,Critical,Manhattan
2020-02-24,Mediterranean,Critical,Queens
