tstamp,cuisine,critical_flag,borough
2020-01-27,Asian,Not Critical,Queens
2020-01-06,Asian,Critical,Manhattan
2020-01-08,Asian,Critical,Manhattan
2020-01-30,American,Critical,Brooklyn
2020-01-16,American,Critical,Brooklyn
2020-01-24,American,Not Critical,Manhattan
2020-01-30,American,Critical,Bronx
2020-01-18,Asian,Not Critical,Queens
2020-01-08,Pizza,Critical,Manhattan
2020-01-03,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-03,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-10,Soups & Sandwiches,Critical,Manhattan
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-24,International,Critical,Manhattan
2020-01-22,Mediterranean,Critical,Brooklyn
2020-01-27,Coffee/Tea,Not Critical,Queens
2020-01-30,American,Critical,Manhattan
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-09,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-28,Mediterranean,Critical,Manhattan
2020-01-30,Asian,Critical,Bronx
2020-01-21,Coffee/Tea,Critical,Manhattan
2020-01-09,Soups & Sandwiches,Not Critical,Queens
2020-01-29,Bakery Products/Desserts,Not Critical,Staten Island
2020-01-25,Italian,Critical,Queens
2020-01-13,American,Not Critical,Brooklyn
2020-01-13,American,Not Critical,Brooklyn
2020-01-22,Soups & Sandwiches,Critical,Staten Island
2020-01-31,Latin American,Not Critical,Manhattan
2020-01-10,American,Critical,Brooklyn
2020-01-06,Bakery,Critical,Queens
2020-01-10,Asian,Critical,Brooklyn
2020-01-06,Soups & Sandwiches,Critical,Brooklyn
2020-01-29,American,Critical,Brooklyn
2020-01-14,Asian,Critical,Manhattan
2020-01-03,American,Not Critical,Manhattan
2020-01-29,American,Not Critical,Queens
2020-01-29,American,Critical,Brooklyn
2020-01-16,American,Not Critical,Brooklyn
2020-01-10,Coffee/Tea,Critical,Manhattan
2020-01-08,American,Not Critical,Manhattan
2020-01-08,American,Not Critical,Manhattan
2020-01-16,Italian,Critical,Brooklyn
2020-01-10,American,Not Critical,Bronx
2020-01-16,American,Critical,Manhattan
2020-01-13,Asian,Not Critical,Manhattan
2020-01-29,Mediterranean,Critical,Brooklyn
2020-01-29,Specialty,Not Critical,Brooklyn
2020-01-07,Asian,Critical,Queens
2020-01-14,Mediterranean,Not Critical,Bronx
2020-01-29,Bakery,Critical,Manhattan
2020-01-16,Coffee/Tea,Not Critical,Brooklyn
2020-01-13,American,Critical,Brooklyn
2020-01-15,International,Critical,Brooklyn
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-03,Specialty,Critical,Queens
2020-01-14,Asian,Not Critical,Brooklyn
2020-01-09,Asian,Critical,Bronx
2020-01-13,Coffee/Tea,Critical,Manhattan
2020-01-06,Specialty,Critical,Queens
2020-01-22,Latin/Caribbean,Critical,Bronx
2020-01-28,American,Critical,Manhattan
2020-01-31,Pizza,Critical,Manhattan
2020-01-09,Specialty,Not Critical,Manhattan
2020-01-13,Specialty,Critical,Bronx
2020-01-13,Pizza,Critical,Brooklyn
2020-01-03,Coffee/Tea,Not Critical,Manhattan
2020-01-24,American,Not Critical,Bronx
2020-01-24,American,Not Critical,Bronx
2020-01-24,Latin/Caribbean,Critical,Queens
2020-01-22,Asian/Asian Fusion,Critical,Brooklyn
2020-01-16,American,Critical,Manhattan
2020-01-16,Specialty,Critical,Queens
2020-01-16,Latin/Caribbean,Not Critical,Queens
2020-01-22,Specialty,Not Critical,Brooklyn
2020-01-21,American,Critical,Manhattan
2020-01-06,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-14,Asian,Critical,Queens
2020-01-16,Latin American,Not Critical,Bronx
2020-01-08,Asian,Critical,Brooklyn
2020-01-09,Specialty,Not Critical,Queens
2020-01-15,Mediterranean,Critical,Queens
2020-01-24,Specialty,Not Critical,Manhattan
2020-01-24,Mediterranean,Critical,Queens
2020-01-08,Soups/Salads/Sandwiches,Not Critical,Manhattan
2020-01-29,American,Critical,Manhattan
2020-01-23,Asian,Critical,Manhattan
2020-01-22,Asian,Not Critical,Manhattan
2020-01-22,Asian/Asian Fusion,Not Critical,Brooklyn
2020-01-28,Mexican,Critical,Brooklyn
2020-01-16,Specialty,Critical,Brooklyn
2020-01-23,Mexican,Critical,Queens
2020-01-24,American,Critical,Manhattan
2020-01-30,Bakery Products/Desserts,Critical,Brooklyn
2020-01-31,Coffee/Tea,Critical,Manhattan
2020-01-07,Latin American,Not Critical,Manhattan
2020-01-10,Asian,Not Critical,Manhattan
2020-01-30,Italian,Critical,Manhattan
2020-01-10,Specialty,Not Critical,Manhattan
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-27,Mexican,Not Critical,Brooklyn
2020-01-15,Latin/Caribbean,Critical,Bronx
2020-01-02,Soups & Sandwiches,Not Critical,Manhattan
2020-01-22,Other,Not Critical,Brooklyn
2020-01-06,American,Critical,Brooklyn
2020-01-08,Mediterranean,Critical,Bronx
2020-01-17,American,Critical,Manhattan
2020-01-06,Asian,Not Critical,Queens
2020-01-31,Asian,Not Critical,Manhattan
2020-01-31,Asian,Not Critical,Manhattan
2020-01-03,Bakery Products/Desserts,Critical,Manhattan
2020-01-15,American,Not Critical,Brooklyn
2020-01-07,Latin/Caribbean,Critical,Brooklyn
2020-01-02,Deli/Buffett,Not Critical,Manhattan
2020-01-14,American,Not Critical,Brooklyn
2020-01-23,American,Not Critical,Manhattan
2020-01-27,American,Not Critical,Manhattan
2020-01-27,American,Not Critical,Manhattan
2020-01-07,Latin American,Critical,Bronx
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-07,Bakery Products/Desserts,Not Critical,Queens
2020-01-17,Latin American,Critical,Queens
2020-01-27,Asian,Not Critical,Queens
2020-01-14,Other,Not Critical,Manhattan
2020-01-21,American,Not Critical,Manhattan
2020-01-09,Pizza,Critical,Bronx
2020-01-02,Asian,Critical,Brooklyn
2020-01-24,Italian,Not Critical,Manhattan
2020-01-23,Specialty,Not Critical,Brooklyn
2020-01-29,Mediterranean,Critical,Brooklyn
2020-01-23,Mediterranean,Not Critical,Bronx
2020-01-07,American,Not Critical,Manhattan
2020-01-24,American,Not Critical,Manhattan
2020-01-24,American,Not Critical,Manhattan
2020-01-14,Specialty,Critical,Manhattan
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-21,International,Critical,Queens
2020-01-23,Mexican,Not Critical,Manhattan
2020-01-02,American,Critical,Queens
2020-01-31,Latin/Caribbean,Not Critical,Queens
2020-01-07,Italian,Not Critical,Brooklyn
2020-01-07,Italian,Not Critical,Brooklyn
2020-01-14,Coffee/Tea,Not Critical,Manhattan
2020-01-14,Coffee/Tea,Not Critical,Manhattan
2020-01-10,American,Not Critical,Manhattan
2020-01-06,Italian,Not Critical,Manhattan
2020-01-15,Asian,Not Critical,Queens
2020-01-23,Mediterranean,Critical,Bronx
2020-01-14,Italian,Critical,Brooklyn
2020-01-17,Asian,Not Critical,Brooklyn
2020-01-17,Asian,Not Critical,Brooklyn
2020-01-08,Pizza,Not Critical,Manhattan
2020-01-23,American,Not Critical,Manhattan
2020-01-28,Coffee/Tea,Not Critical,Manhattan
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-10,Coffee/Tea,Critical,Queens
2020-01-29,Coffee/Tea,Critical,Manhattan
2020-01-04,American,Not Critical,Brooklyn
2020-01-04,American,Not Critical,Brooklyn
2020-01-22,International,Critical,Manhattan
2020-01-13,Bakery,Critical,Bronx
2020-01-02,American,Not Critical,Manhattan
2020-01-06,Mexican,Critical,Manhattan
2020-01-27,Pizza,Not Critical,Brooklyn
2020-01-22,Specialty,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Queens
2020-01-31,Bakery Products/Desserts,Critical,Manhattan
2020-01-31,Bakery Products/Desserts,Critical,Manhattan
2020-01-24,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Mediterranean,Not Critical,Bronx
2020-01-21,Asian,Not Critical,Queens
2020-01-21,Asian,Not Critical,Queens
2020-01-02,Asian,Critical,Queens
2020-01-27,Italian,Critical,Brooklyn
2020-01-21,Bakery,Not Critical,Queens
2020-01-23,Latin American,Not Critical,Brooklyn
2020-01-23,American,Not Critical,Manhattan
2020-01-07,Other,Critical,Brooklyn
2020-01-27,Specialty,Critical,Manhattan
2020-01-29,Specialty,Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Critical,Manhattan
2020-01-13,Asian,Not Critical,Bronx
2020-01-13,Asian,Not Critical,Bronx
2020-01-22,Asian,Critical,Manhattan
2020-01-27,Asian,Not Critical,Bronx
2020-01-07,American,Critical,Manhattan
2020-01-25,American,Not Critical,Brooklyn
2020-01-31,Coffee/Tea,Not Critical,Manhattan
2020-01-28,Asian,Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-29,Coffee/Tea,Critical,Manhattan
2020-01-18,Deli/Buffett,Critical,Brooklyn
2020-01-21,American,Not Critical,Queens
2020-01-13,Frozen Desserts,Not Critical,Queens
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-23,Mediterranean,Critical,Bronx
2020-01-23,Coffee/Tea,Critical,Brooklyn
2020-01-02,American,Critical,Bronx
2020-01-13,Mexican,Not Critical,Manhattan
2020-01-23,Asian,Critical,Manhattan
2020-01-03,American,Critical,Brooklyn
2020-01-31,Bakery,Not Critical,Manhattan
2020-01-31,Bakery,Not Critical,Manhattan
2020-01-27,Bakery Products/Desserts,Critical,Brooklyn
2020-01-02,Asian/Asian Fusion,Critical,Queens
2020-01-21,Latin American,Not Critical,Bronx
2020-01-22,American,Critical,Bronx
2020-01-23,American,Not Critical,Manhattan
2020-01-18,Mexican,Critical,Brooklyn
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-28,Latin/Caribbean,Not Critical,Queens
2020-01-07,Soups & Sandwiches,Critical,Manhattan
2020-01-08,Coffee/Tea,Critical,Brooklyn
2020-01-09,Mexican,Not Critical,Manhattan
2020-01-07,American,Not Critical,Manhattan
2020-01-07,Latin/Caribbean,Not Critical,Queens
2020-01-31,Coffee/Tea,Not Critical,Queens
2020-01-24,Soups & Sandwiches,Not Critical,Manhattan
2020-01-24,Soups & Sandwiches,Not Critical,Manhattan
2020-01-24,Soups & Sandwiches,Not Critical,Manhattan
2020-01-09,Latin/Caribbean,Not Critical,Queens
2020-01-23,Specialty,Not Critical,Queens
2020-01-29,Pizza,Critical,Queens
2020-01-03,Pizza,Critical,Queens
2020-01-23,Mediterranean,Not Critical,Queens
2020-01-29,Asian,Not Critical,Bronx
2020-01-30,Coffee/Tea,Not Critical,Manhattan
2020-01-08,Asian,Critical,Queens
2020-01-15,Asian,Critical,Queens
2020-01-23,Asian/Asian Fusion,Critical,Queens
2020-01-02,Bakery,Not Critical,Queens
2020-01-15,American,Not Critical,Staten Island
2020-01-15,American,Not Critical,Staten Island
2020-01-25,American,Critical,Bronx
2020-01-24,Asian,Not Critical,Manhattan
2020-01-03,American,Critical,Queens
2020-01-29,Coffee/Tea,Critical,Brooklyn
2020-01-14,Specialty,Critical,Manhattan
2020-01-07,Pizza,Not Critical,Bronx
2020-01-09,Mediterranean,Critical,Bronx
2020-01-28,Mediterranean,Critical,Brooklyn
2020-01-08,Latin/Caribbean,Not Critical,Queens
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-06,Pizza,Critical,Brooklyn
2020-01-30,Bakery Products/Desserts,Critical,Brooklyn
2020-01-15,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-31,Specialty,Not Critical,Manhattan
2020-01-28,Pizza,Not Critical,Manhattan
2020-01-16,American,Not Critical,Manhattan
2020-01-08,International,Not Critical,Brooklyn
2020-01-28,Mediterranean,Critical,Brooklyn
2020-01-29,Mediterranean,Critical,Brooklyn
2020-01-30,Asian,Critical,Manhattan
2020-01-27,Asian,Not Critical,Queens
2020-01-09,American,Not Critical,Bronx
2020-01-16,Asian,Critical,Brooklyn
2020-01-06,Coffee/Tea,Critical,Brooklyn
2020-01-14,Bakery,Not Critical,Brooklyn
2020-01-24,Italian,Critical,Manhattan
2020-01-09,American,Not Critical,Manhattan
2020-01-15,American,Not Critical,Brooklyn
2020-01-15,Pizza,Not Critical,Brooklyn
2020-01-22,American,Not Critical,Manhattan
2020-01-03,American,Not Critical,Manhattan
2020-01-28,Soups & Sandwiches,Not Critical,Queens
2020-01-13,Asian,Critical,Queens
2020-01-28,Coffee/Tea,Not Critical,Brooklyn
2020-01-07,Italian,Critical,Manhattan
2020-01-10,Coffee/Tea,Not Critical,Manhattan
2020-01-15,Asian,Not Critical,Queens
2020-01-21,American,Not Critical,Manhattan
2020-01-24,Asian,Not Critical,Queens
2020-01-29,Specialty,Not Critical,Queens
2020-01-11,Specialty,Not Critical,Queens
2020-01-09,American,Not Critical,Manhattan
2020-01-24,American,Critical,Manhattan
2020-01-30,Asian,Critical,Brooklyn
2020-01-14,Asian,Not Critical,Queens
2020-01-13,Bakery,Not Critical,Queens
2020-01-13,Bakery,Not Critical,Queens
2020-01-27,Specialty,Not Critical,Brooklyn
2020-01-11,American,Not Critical,Brooklyn
2020-01-28,Asian,Critical,Queens
2020-01-28,Latin American,Not Critical,Manhattan
2020-01-03,Bakery,Critical,Bronx
2020-01-08,Asian,Critical,Brooklyn
2020-01-06,American,Critical,Manhattan
2020-01-06,American,Not Critical,Brooklyn
2020-01-30,Frozen Desserts,Not Critical,Manhattan
2020-01-30,Coffee/Tea,Not Applicable,Manhattan
2020-01-22,Coffee/Tea,Not Critical,Manhattan
2020-01-29,Specialty,Critical,Manhattan
2020-01-08,Asian,Not Critical,Manhattan
2020-01-23,Latin/Caribbean,Not Critical,Queens
2020-01-08,African,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Brooklyn
2020-01-24,Bakery Products/Desserts,Critical,Queens
2020-01-08,American,Not Critical,Manhattan
2020-01-31,Coffee/Tea,Not Critical,Manhattan
2020-01-21,Asian,Not Critical,Brooklyn
2020-01-21,Asian,Not Critical,Brooklyn
2020-01-13,Mexican,Not Critical,Manhattan
2020-01-07,Mexican,Critical,Brooklyn
2020-01-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-15,Latin/Caribbean,Critical,Brooklyn
2020-01-03,Mediterranean,Critical,Manhattan
2020-01-30,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-22,Southeast Asian,Critical,Manhattan
2020-01-24,Asian,Not Critical,Manhattan
2020-01-29,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-13,Coffee/Tea,Not Critical,Manhattan
2020-01-14,American,Critical,Manhattan
2020-01-13,Specialty,Not Critical,Queens
2020-01-13,Specialty,Not Critical,Queens
2020-01-14,Pizza,Critical,Queens
2020-01-28,Pizza,Not Critical,Brooklyn
2020-01-06,American,Not Critical,Brooklyn
2020-01-06,American,Not Critical,Brooklyn
2020-01-09,Mediterranean,Not Critical,Queens
2020-01-14,Asian,Critical,Staten Island
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-10,Coffee/Tea,Critical,Manhattan
2020-01-09,Specialty,Critical,Manhattan
2020-01-27,American,Not Critical,Queens
2020-01-06,Asian,Critical,Brooklyn
2020-01-27,Mediterranean,Critical,Queens
2020-01-08,Mediterranean,Not Critical,Manhattan
2020-01-09,Mediterranean,Critical,Bronx
2020-01-29,Specialty,Critical,Brooklyn
2020-01-29,Pizza,Not Critical,Staten Island
2020-01-24,Asian,Critical,Manhattan
2020-01-13,American,Not Critical,Manhattan
2020-01-15,American,Critical,Manhattan
2020-01-06,Latin American,Critical,Bronx
2020-01-09,Asian/Asian Fusion,Critical,Brooklyn
2020-01-15,American,Critical,Brooklyn
2020-01-16,Deli/Buffett,Critical,Manhattan
2020-01-27,Specialty,Not Critical,Manhattan
2020-01-27,Specialty,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-21,American,Critical,Brooklyn
2020-01-22,Vegan,Critical,Manhattan
2020-01-09,Specialty,Not Critical,Brooklyn
2020-01-09,Specialty,Not Critical,Brooklyn
2020-01-03,American,Critical,Manhattan
2020-01-23,Soups & Sandwiches,Not Critical,Queens
2020-01-06,Mediterranean,Critical,Queens
2020-01-09,Vegan,Critical,Brooklyn
2020-01-22,Specialty,Critical,Brooklyn
2020-01-28,Asian,Not Critical,Manhattan
2020-01-28,Asian,Not Critical,Manhattan
2020-01-30,Asian,Not Critical,Brooklyn
2020-01-10,Bakery Products/Desserts,Critical,Manhattan
2020-01-24,Pizza,Not Critical,Queens
2020-01-29,Pizza,Critical,Manhattan
2020-01-10,American,Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-17,Bakery,Not Critical,Manhattan
2020-01-13,Coffee/Tea,Not Critical,Manhattan
2020-01-28,Other,Critical,Manhattan
2020-01-03,Vegan,Not Critical,Manhattan
2020-01-27,Latin/Caribbean,Critical,Bronx
2020-01-15,Asian,Critical,Brooklyn
2020-01-09,Asian,Critical,Queens
2020-01-02,Asian,Not Critical,Queens
2020-01-21,Specialty,Critical,Queens
2020-01-21,Asian,Critical,Queens
2020-01-29,American,Not Critical,Manhattan
2020-01-15,Asian,Critical,Manhattan
2020-01-29,Asian,Critical,Bronx
2020-01-13,Coffee/Tea,Critical,Manhattan
2020-01-16,Asian,Critical,Queens
2020-01-04,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-29,Asian,Not Critical,Brooklyn
2020-01-16,American,Critical,Manhattan
2020-01-10,Soups & Sandwiches,Not Critical,Queens
2020-01-10,Soups & Sandwiches,Not Critical,Queens
2020-01-27,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-03,American,Not Critical,Manhattan
2020-01-03,American,Not Critical,Manhattan
2020-01-22,Coffee/Tea,Not Critical,Manhattan
2020-01-10,American,Not Critical,Brooklyn
2020-01-17,American,Not Critical,Manhattan
2020-01-17,American,Not Critical,Manhattan
2020-01-06,American,Not Critical,Queens
2020-01-21,Mediterranean,Critical,Manhattan
2020-01-21,Mediterranean,Critical,Manhattan
2020-01-10,American,Critical,Manhattan
2020-01-31,International,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Queens
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-07,Bakery,Critical,Brooklyn
2020-01-06,Pizza,Not Critical,Queens
2020-01-29,Bakery,Critical,Brooklyn
2020-01-09,Asian,Critical,Queens
2020-01-30,Asian,Critical,Bronx
2020-01-31,International,Not Critical,Manhattan
2020-01-23,American,Not Critical,Manhattan
2020-01-23,American,Not Critical,Manhattan
2020-01-14,Italian,Critical,Manhattan
2020-01-06,Bakery Products/Desserts,Critical,Manhattan
2020-01-30,Asian,Not Critical,Queens
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-24,Asian,Critical,Manhattan
2020-01-28,Specialty,Not Critical,Brooklyn
2020-01-30,Asian,Critical,Manhattan
2020-01-22,American,Critical,Manhattan
2020-01-22,American,Critical,Manhattan
2020-01-16,Mediterranean,Critical,Manhattan
2020-01-18,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-22,Italian,Critical,Manhattan
2020-01-24,Deli/Buffett,Not Critical,Brooklyn
2020-01-02,American,Critical,Manhattan
2020-01-22,American,Critical,Queens
2020-01-03,Asian,Critical,Brooklyn
2020-01-30,Coffee/Tea,Not Critical,Manhattan
2020-01-28,Asian,Critical,Brooklyn
2020-01-13,Specialty,Critical,Brooklyn
2020-01-28,Pizza,Critical,Manhattan
2020-01-31,Pizza,Not Critical,Brooklyn
2020-01-06,Specialty,Critical,Brooklyn
2020-01-14,Coffee/Tea,Not Critical,Queens
2020-01-29,Coffee/Tea,Not Critical,Manhattan
2020-01-07,Mediterranean,Not Critical,Bronx
2020-01-27,Italian,Not Critical,Manhattan
2020-01-29,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-06,American,Not Critical,Manhattan
2020-01-06,American,Not Critical,Manhattan
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-13,Coffee/Tea,Not Critical,Manhattan
2020-01-30,American,Critical,Bronx
2020-01-16,Specialty,Not Critical,Manhattan
2020-01-08,Specialty,Not Critical,Manhattan
2020-01-08,Specialty,Not Critical,Manhattan
2020-01-08,Specialty,Not Critical,Manhattan
2020-01-14,Specialty,Not Critical,Brooklyn
2020-01-08,Coffee/Tea,Critical,Brooklyn
2020-01-28,Mediterranean,Not Critical,Brooklyn
2020-01-16,Mexican,Not Critical,Manhattan
2020-01-09,International,Not Critical,Brooklyn
2020-01-14,Bakery Products/Desserts,Not Critical,Queens
2020-01-16,Italian,Not Critical,Manhattan
2020-01-22,Pizza,Not Critical,Manhattan
2020-01-22,Pizza,Not Critical,Manhattan
2020-01-23,Pizza,Not Critical,Manhattan
2020-01-14,Coffee/Tea,Critical,Brooklyn
2020-01-09,Asian,Not Critical,Bronx
2020-01-29,Bakery Products/Desserts,Not Critical,Queens
2020-01-06,Asian,Not Critical,Manhattan
2020-01-14,Asian,Critical,Manhattan
2020-01-28,Asian,Not Critical,Manhattan
2020-01-24,Italian,Not Critical,Manhattan
2020-01-15,Italian,Not Critical,Staten Island
2020-01-06,Specialty,Not Critical,Queens
2020-01-14,Specialty,Critical,Queens
2020-01-13,Pizza,Critical,Bronx
2020-01-28,African,Not Critical,Bronx
2020-01-24,American,Critical,Manhattan
2020-01-29,American,Critical,Brooklyn
2020-01-06,American,Not Critical,Brooklyn
2020-01-13,Latin/Caribbean,Critical,Brooklyn
2020-01-28,Latin American,Not Critical,Queens
2020-01-16,American,Not Critical,Brooklyn
2020-01-28,Soups & Sandwiches,Not Critical,Manhattan
2020-01-06,Specialty,Not Critical,Brooklyn
2020-01-22,Coffee/Tea,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Brooklyn
2020-01-14,Pizza,Not Critical,Bronx
2020-01-27,Specialty,Not Critical,Brooklyn
2020-01-22,Specialty,Not Critical,Brooklyn
2020-01-03,Asian,Not Critical,Manhattan
2020-01-03,Asian,Not Critical,Manhattan
